Numero,Titre,Prix,Superficie,Pieces,Code postal,Ville,REGION,Prix du metre carre,Prix moyen du metre carre
6233,Appartement 3 pièces 54 m²,120000,54,3,57000,Metz,Grand Est,2222.222222222222,2933.8065728363176
6234,Appartement 1 pièce 30 m²,75000,30,1,91720,Maisse,Île-de-France,2500.0,5475.549796070834
6235,Appartement 3 pièces 64 m²,329000,64,3,93230,Romainville,Île-de-France,5140.625,5475.549796070834
6236,Appartement 3 pièces 95 m²,127500,95,3,48300,Langogne,Occitanie,1342.1052631578948,3805.4817497122735
6237,Appartement 2 pièces 39 m²,171000,39,2,94210,Saint-Maur-des-Fossés,Île-de-France,4384.615384615385,5475.549796070834
6238,Appartement 2 pièces 46 m²,72500,46,2,21320,Essey,Bourgogne-Franche-Comté,1576.0869565217392,1972.3694248603445
6239,Appartement 3 pièces 83 m²,148000,83,3,45380,La Chapelle-Saint-Mesmin,Centre-Val de Loire,1783.132530120482,2450.691365675368
6240,Appartement 5 pièces 105 m²,160000,105,5,46000,Cahors,Occitanie,1523.809523809524,3805.4817497122735
6241,Appartement 2 pièces 38 m²,215000,38,2,33470,Gujan-Mestras,Nouvelle-Aquitaine,5657.894736842105,4643.733694870073
6242,Appartement 3 pièces 72 m²,644800,72,3,75015,Paris 15,Île-de-France,8955.555555555555,5475.549796070834
6243,Appartement 2 pièces 39 m²,199990,39,2,33000,Bordeaux,Nouvelle-Aquitaine,5127.948717948718,4643.733694870073
6244,Appartement 2 pièces 43 m²,244900,43,2,35730,Pleurtuit,Bretagne,5695.348837209303,4351.405381831158
6245,Appartement 3 pièces 97 m²,190000,97,3,25140,Charquemont,Bourgogne-Franche-Comté,1958.7628865979384,1972.3694248603445
6246,Appartement 2 pièces 36 m²,163000,36,2,44000,Nantes,Pays de la Loire,4527.777777777777,3940.1224531256
6247,Appartement 3 pièces 54 m²,296000,54,3,56340,Carnac,Bretagne,5481.481481481482,4351.405381831158
6248,Appartement 1 pièce 34 m²,158000,34,1,33700,Mérignac,Nouvelle-Aquitaine,4647.058823529412,4643.733694870073
6249,Appartement 5 pièces 130 m²,1905000,130,5,75014,Paris 14,Île-de-France,14653.846153846154,5475.549796070834
6250,Appartement 2 pièces 41 m²,141000,41,2,44300,Nantes,Pays de la Loire,3439.0243902439024,3940.1224531256
6251,Appartement 4 pièces 104 m²,282450,104,4,83490,Le Muy,Provence-Alpes-Côte d'Azur,2715.8653846153848,4259.945365227293
6252,Appartement 2 pièces 46 m²,226500,46,2,31000,Toulouse,Occitanie,4923.913043478261,3805.4817497122735
6253,Appartement 3 pièces 75 m²,332000,75,3,40600,Biscarrosse,Nouvelle-Aquitaine,4426.666666666667,4643.733694870073
6254,Appartement 3 pièces 74 m²,160000,74,3,25300,Pontarlier,Bourgogne-Franche-Comté,2162.162162162162,1972.3694248603445
6255,Appartement 3 pièces 73 m²,395000,73,3,62930,Wimereux,Hauts-de-France,5410.958904109589,3911.574802183785
6256,Appartement 2 pièces 24 m²,207000,24,2,64700,Hendaye,Nouvelle-Aquitaine,8625.0,4643.733694870073
6257,Appartement 4 pièces 83 m²,321000,83,4,83500,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,3867.469879518073,4259.945365227293
6258,Appartement 4 pièces 86 m²,145000,86,4,51450,Bétheny,Grand Est,1686.046511627907,2933.8065728363176
6259,Appartement 2 pièces 36 m²,69850,36,2,84300,Cavaillon,Provence-Alpes-Côte d'Azur,1940.2777777777776,4259.945365227293
6260,Appartement 5 pièces 58 m²,169900,58,5,4190,Les Mées,Centre-Val de Loire,2929.310344827586,2450.691365675368
6261,Appartement 4 pièces 73 m²,372700,73,4,30240,Le Grau-du-Roi,Occitanie,5105.479452054795,3805.4817497122735
6262,Appartement 3 pièces 63 m²,249000,63,3,13005,Marseille 5,Provence-Alpes-Côte d'Azur,3952.380952380952,4259.945365227293
6263,Appartement 8 pièces 110 m²,155000,110,8,48000,Mende,Occitanie,1409.090909090909,3805.4817497122735
6264,Appartement 7 pièces 115 m²,117000,115,7,48000,Mende,Occitanie,1017.391304347826,3805.4817497122735
6265,Appartement 1 pièce 20 m²,80000,20,1,21200,Beaune,Bourgogne-Franche-Comté,4000.0,1972.3694248603445
6266,Appartement 2 pièces 65 m²,65000,65,2,4000,Digne-les-Bains,Nouvelle-Aquitaine,1000.0,4643.733694870073
6267,Appartement 4 pièces 69 m²,165000,69,4,57970,Illange,Grand Est,2391.304347826087,2933.8065728363176
6268,Appartement 3 pièces 64 m²,398000,64,3,83130,La Garde,Provence-Alpes-Côte d'Azur,6218.75,4259.945365227293
6269,Appartement 5 pièces 170 m²,489900,170,5,56400,Auray,Bretagne,2881.764705882353,4351.405381831158
6270,Appartement 3 pièces 75 m²,149000,75,3,68360,Soultz-Haut-Rhin,Grand Est,1986.6666666666667,2933.8065728363176
6271,Appartement 4 pièces 76 m²,139000,76,4,68360,Soultz-Haut-Rhin,Grand Est,1828.9473684210527,2933.8065728363176
6272,Appartement 6 pièces 160 m²,395000,160,6,59123,Bray-Dunes,Hauts-de-France,2468.75,3911.574802183785
6273,Appartement 3 pièces 53 m²,275000,53,3,94100,Saint-Maur-des-Fossés,Île-de-France,5188.679245283019,5475.549796070834
6274,Appartement 3 pièces 67 m²,166000,67,3,72000,Le Mans,Pays de la Loire,2477.611940298508,3940.1224531256
6275,Appartement 4 pièces 66 m²,460000,66,4,6110,Le Cannet,Normandie,6969.69696969697,3493.366335119261
6276,Appartement 4 pièces 86 m²,415000,86,4,33000,Bordeaux,Nouvelle-Aquitaine,4825.581395348837,4643.733694870073
6277,Appartement 5 pièces 99 m²,125500,99,5,57800,Freyming-Merlebach,Grand Est,1267.6767676767677,2933.8065728363176
6278,Appartement 2 pièces 39 m²,204000,39,2,80120,Fort-Mahon-Plage,Hauts-de-France,5230.769230769231,3911.574802183785
6279,Appartement 2 pièces 45 m²,189000,45,2,66660,Port-Vendres,Occitanie,4200.0,3805.4817497122735
6280,Appartement 2 pièces 50 m²,76000,50,2,42100,Saint-Étienne,Auvergne-Rhône-Alpes,1520.0,3987.6716210996815
6281,Appartement 3 pièces 72 m²,315000,72,3,6000,Nice,Hauts-de-France,4375.0,3911.574802183785
6282,Appartement 4 pièces 71 m²,158000,71,4,91150,Étampes,Île-de-France,2225.3521126760565,5475.549796070834
6283,Appartement 4 pièces 77 m²,189000,77,4,33310,Lormont,Nouvelle-Aquitaine,2454.5454545454545,4643.733694870073
6284,Appartement 1 pièce 31 m²,219000,31,1,33000,Bordeaux,Nouvelle-Aquitaine,7064.5161290322585,4643.733694870073
6285,Appartement 3 pièces 66 m²,180000,66,3,35230,Bourgbarré,Bretagne,2727.2727272727275,4351.405381831158
6286,Appartement 2 pièces 39 m²,151000,39,2,4260,Allos,Auvergne-Rhône-Alpes,3871.794871794872,3987.6716210996815
6287,Appartement 2 pièces 34 m²,59000,34,2,14500,Vire Normandie,Normandie,1735.2941176470588,3493.366335119261
6288,Appartement 2 pièces 39 m²,94000,39,2,73360,Les Échelles,Auvergne-Rhône-Alpes,2410.25641025641,3987.6716210996815
6289,Appartement 2 pièces 19 m²,184000,19,2,85800,Saint-Gilles-Croix-de-Vie,Pays de la Loire,9684.21052631579,3940.1224531256
6290,Appartement 2 pièces 49 m²,360000,49,2,6190,Roquebrune-Cap-Martin,Normandie,7346.938775510204,3493.366335119261
6291,Appartement 2 pièces 42 m²,230000,42,2,33470,Gujan-Mestras,Nouvelle-Aquitaine,5476.190476190476,4643.733694870073
6292,Appartement 2 pièces 27 m²,149500,27,2,83530,Saint-Raphaël,Provence-Alpes-Côte d'Azur,5537.037037037037,4259.945365227293
6293,Appartement 3 pièces 75 m²,135000,75,3,68000,Colmar,Grand Est,1800.0,2933.8065728363176
6294,Appartement 2 pièces 48 m²,140000,48,2,77380,Combs-la-Ville,Île-de-France,2916.6666666666665,5475.549796070834
6295,Appartement 4 pièces 187 m²,720000,187,4,59000,Lille,Hauts-de-France,3850.2673796791446,3911.574802183785
6296,Appartement 3 pièces 54 m²,212000,54,3,95600,Eaubonne,Île-de-France,3925.925925925926,5475.549796070834
6297,Appartement 3 pièces 67 m²,128500,67,3,66100,Perpignan,Occitanie,1917.910447761194,3805.4817497122735
6298,Appartement 1 pièce 30 m²,262000,30,1,94100,Saint-Maur-des-Fossés,Île-de-France,8733.333333333334,5475.549796070834
6299,Appartement 3 pièces 75 m²,548500,75,3,95880,Enghien-les-Bains,Île-de-France,7313.333333333333,5475.549796070834
6300,Appartement 2 pièces 31 m²,53000,31,2,42100,Saint-Étienne,Auvergne-Rhône-Alpes,1709.6774193548388,3987.6716210996815
6301,Appartement 2 pièces 55 m²,238000,55,2,77100,Nanteuil-Lès-Meaux,Île-de-France,4327.272727272727,5475.549796070834
6302,Appartement 3 pièces 62 m²,135000,62,3,59770,Marly,Hauts-de-France,2177.4193548387098,3911.574802183785
6303,Appartement 3 pièces 60 m²,210000,60,3,13860,Peyrolles-en-Provence,Provence-Alpes-Côte d'Azur,3500.0,4259.945365227293
6304,Appartement 1 pièce 33 m²,251740,33,1,78150,Le Chesnay,Île-de-France,7628.484848484848,5475.549796070834
6305,Appartement 3 pièces 70 m²,259000,70,3,94470,Boissy-Saint-Léger,Île-de-France,3700.0,5475.549796070834
6306,Appartement 1 pièce 16 m²,75000,16,1,91530,Saint-Chéron,Île-de-France,4687.5,5475.549796070834
6307,Appartement 2 pièces 33 m²,115000,33,2,85000,La Roche-sur-Yon,Pays de la Loire,3484.848484848485,3940.1224531256
6308,Appartement 2 pièces 51 m²,155000,51,2,95190,Goussainville,Île-de-France,3039.2156862745096,5475.549796070834
6309,Appartement 4 pièces 66 m²,197000,66,4,35000,Rennes,Bretagne,2984.848484848485,4351.405381831158
6310,Appartement 4 pièces 75 m²,177000,75,4,77400,Lagny-sur-Marne,Île-de-France,2360.0,5475.549796070834
6311,Appartement 2 pièces 24 m²,119000,24,2,34250,Palavas-les-Flots,Occitanie,4958.333333333333,3805.4817497122735
6312,Appartement 1 pièce 18 m²,150000,18,1,93100,Montreuil,Île-de-France,8333.333333333334,5475.549796070834
6313,Appartement 3 pièces 60 m²,265600,60,3,34300,Agde,Occitanie,4426.666666666667,3805.4817497122735
6314,Appartement 3 pièces 52 m²,125000,52,3,83500,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,2403.846153846154,4259.945365227293
6315,Appartement 2 pièces 43 m²,182000,43,2,77450,Esbly,Île-de-France,4232.558139534884,5475.549796070834
6316,Appartement 4 pièces 75 m²,239000,75,4,94260,Fresnes,Île-de-France,3186.6666666666665,5475.549796070834
6317,Appartement 2 pièces 49 m²,175000,49,2,95460,Ézanville,Île-de-France,3571.428571428572,5475.549796070834
6318,Appartement 4 pièces 77 m²,287800,77,4,77420,Champs-sur-Marne,Île-de-France,3737.6623376623374,5475.549796070834
6319,Appartement 3 pièces 63 m²,307000,63,3,14000,Caen,Normandie,4873.015873015873,3493.366335119261
6320,Appartement 2 pièces 45 m²,195000,45,2,34000,Montpellier,Occitanie,4333.333333333333,3805.4817497122735
6321,Appartement 2 pièces 26 m²,89000,26,2,85270,Saint-Hilaire-de-Riez,Pays de la Loire,3423.076923076923,3940.1224531256
6322,Appartement 3 pièces 46 m²,227500,46,3,35000,Rennes,Bretagne,4945.652173913043,4351.405381831158
6323,Appartement 4 pièces 105 m²,360000,105,4,33200,Bordeaux,Nouvelle-Aquitaine,3428.5714285714284,4643.733694870073
6324,Appartement 4 pièces 80 m²,297000,80,4,78990,Élancourt,Île-de-France,3712.5,5475.549796070834
6325,Appartement 1 pièce 12 m²,66000,12,1,35000,Rennes,Bretagne,5500.0,4351.405381831158
6326,Appartement 2 pièces 36 m²,209000,36,2,34970,Lattes,Occitanie,5805.555555555556,3805.4817497122735
6327,Appartement 3 pièces 55 m²,91000,55,3,45300,Le Malesherbois,Centre-Val de Loire,1654.5454545454545,2450.691365675368
6328,Appartement 3 pièces 52 m²,260000,52,3,92500,Rueil-Malmaison,Île-de-France,5000.0,5475.549796070834
6329,Appartement 3 pièces 67 m²,240000,67,3,83600,Fréjus,Provence-Alpes-Côte d'Azur,3582.089552238806,4259.945365227293
6330,Appartement 3 pièces 66 m²,234990,66,3,33800,Bordeaux,Nouvelle-Aquitaine,3560.454545454545,4643.733694870073
6331,Appartement 4 pièces 105 m²,888000,105,4,6110,Le Cannet,Normandie,8457.142857142857,3493.366335119261
6332,Appartement 2 pièces 43 m²,150000,43,2,57420,Verny,Grand Est,3488.372093023256,2933.8065728363176
6333,Appartement 1 pièce 43 m²,445000,43,1,6400,Cannes,Nouvelle-Aquitaine,10348.837209302326,4643.733694870073
6334,Appartement 3 pièces 115 m²,1260000,115,3,6400,Cannes,Nouvelle-Aquitaine,10956.521739130434,4643.733694870073
6335,Appartement 3 pièces 80 m²,850000,80,3,6400,Cannes,Nouvelle-Aquitaine,10625.0,4643.733694870073
6336,Appartement 1 pièce 27 m²,20000,27,1,45200,Montargis,Centre-Val de Loire,740.7407407407408,2450.691365675368
6337,Appartement 5 pièces 158 m²,2181000,158,5,6110,Le Cannet,Normandie,13803.79746835443,3493.366335119261
6338,Appartement 4 pièces 117 m²,1641000,117,4,6110,Le Cannet,Normandie,14025.641025641024,3493.366335119261
6339,Appartement 5 pièces 101 m²,460300,101,5,17450,Fouras,Nouvelle-Aquitaine,4557.425742574257,4643.733694870073
6340,Appartement 5 pièces 100 m²,455900,100,5,17450,Fouras,Nouvelle-Aquitaine,4559.0,4643.733694870073
6341,Appartement 4 pièces 91 m²,432200,91,4,17450,Fouras,Nouvelle-Aquitaine,4749.450549450549,4643.733694870073
6342,Appartement 4 pièces 91 m²,430000,91,4,17450,Fouras,Nouvelle-Aquitaine,4725.274725274725,4643.733694870073
6343,Appartement 5 pièces 113 m²,464000,113,5,33300,Bordeaux,Nouvelle-Aquitaine,4106.194690265486,4643.733694870073
6344,Appartement 3 pièces 54 m²,167200,54,3,56000,Vannes,Bretagne,3096.296296296296,4351.405381831158
6345,Appartement 3 pièces 76 m²,449000,76,3,17000,La Rochelle,Nouvelle-Aquitaine,5907.894736842105,4643.733694870073
6346,Appartement 3 pièces 86 m²,189000,86,3,59290,Wasquehal,Hauts-de-France,2197.6744186046512,3911.574802183785
6347,Appartement 3 pièces 67 m²,399000,67,3,94130,Nogent-sur-Marne,Île-de-France,5955.223880597015,5475.549796070834
6348,Appartement 3 pièces 73 m²,199000,73,3,57100,Thionville,Grand Est,2726.027397260274,2933.8065728363176
6349,Appartement 3 pièces 65 m²,320000,65,3,59170,Croix,Hauts-de-France,4923.076923076923,3911.574802183785
6350,Appartement 5 pièces 121 m²,285000,121,5,68280,Sundhoffen,Grand Est,2355.371900826446,2933.8065728363176
6351,Appartement 3 pièces 66 m²,155000,66,3,4240,Annot,Auvergne-Rhône-Alpes,2348.4848484848485,3987.6716210996815
6352,Appartement 1 pièce 32 m²,137000,32,1,22700,Louannec,Bretagne,4281.25,4351.405381831158
6353,Appartement 4 pièces 77 m²,245000,77,4,77420,Champs-sur-Marne,Île-de-France,3181.818181818182,5475.549796070834
6354,Appartement 4 pièces 89 m²,312000,89,4,31000,Toulouse,Occitanie,3505.61797752809,3805.4817497122735
6355,Appartement 3 pièces 46 m²,115000,46,3,91100,Corbeil-Essonnes,Île-de-France,2500.0,5475.549796070834
6356,Appartement 2 pièces 43 m²,179000,43,2,84000,Avignon,Provence-Alpes-Côte d'Azur,4162.790697674419,4259.945365227293
6357,Appartement 3 pièces 80 m²,296000,80,3,83140,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,3700.0,4259.945365227293
6358,Appartement 2 pièces 50 m²,159000,50,2,97400,Saint-Denis,,3180.0,
6359,Appartement 3 pièces 72 m²,658000,72,3,6200,Nice,Hauts-de-France,9138.888888888889,3911.574802183785
6360,Appartement 2 pièces 30 m²,148000,30,2,74440,Morillon,Auvergne-Rhône-Alpes,4933.333333333333,3987.6716210996815
6361,Appartement 3 pièces 65 m²,249000,65,3,59890,Quesnoy-sur-Deûle,Hauts-de-France,3830.769230769231,3911.574802183785
6362,Appartement 2 pièces 47 m²,199000,47,2,69140,Rillieux-la-Pape,Auvergne-Rhône-Alpes,4234.04255319149,3987.6716210996815
6363,Appartement 1 pièce 29 m²,44800,29,1,61200,Argentan,Normandie,1544.8275862068965,3493.366335119261
6364,Appartement 3 pièces 58 m²,171900,58,3,91700,Fleury-Mérogis,Île-de-France,2963.793103448276,5475.549796070834
6365,Appartement 2 pièces 48 m²,135900,48,2,91700,Sainte-Geneviève-des-Bois,Île-de-France,2831.25,5475.549796070834
6366,Appartement 3 pièces 69 m²,269000,69,3,91220,Brétigny-sur-Orge,Île-de-France,3898.550724637681,5475.549796070834
6367,Appartement 5 pièces 133 m²,745000,133,5,64500,Ciboure,Nouvelle-Aquitaine,5601.503759398496,4643.733694870073
6368,Appartement 3 pièces 80 m²,229900,80,3,94510,La Queue-en-Brie,Île-de-France,2873.75,5475.549796070834
6369,Appartement 4 pièces 129 m²,129000,129,4,71400,Autun,Bourgogne-Franche-Comté,1000.0,1972.3694248603445
6370,Appartement 3 pièces 69 m²,370000,69,3,35000,Rennes,Bretagne,5362.31884057971,4351.405381831158
6371,Appartement 3 pièces 73 m²,450000,73,3,13600,La Ciotat,Provence-Alpes-Côte d'Azur,6164.383561643836,4259.945365227293
6372,Appartement 4 pièces 76 m²,117000,76,4,37300,Joué-Lès-Tours,Centre-Val de Loire,1539.4736842105262,2450.691365675368
6373,Appartement 2 pièces 40 m²,124000,40,2,38500,Coublevie,Auvergne-Rhône-Alpes,3100.0,3987.6716210996815
6374,Appartement 4 pièces 79 m²,210000,79,4,30900,Nîmes,Occitanie,2658.227848101266,3805.4817497122735
6375,Appartement 2 pièces 50 m²,230000,50,2,6600,Antibes,Occitanie,4600.0,3805.4817497122735
6376,Appartement 3 pièces 64 m²,168000,64,3,49240,Avrillé,Pays de la Loire,2625.0,3940.1224531256
6377,Appartement 3 pièces 76 m²,220000,76,3,51100,Reims,Grand Est,2894.736842105264,2933.8065728363176
6378,Appartement 3 pièces 81 m²,210000,81,3,57070,Metz,Grand Est,2592.5925925925926,2933.8065728363176
6379,Appartement 3 pièces 68 m²,110000,68,3,52000,Chaumont,Grand Est,1617.6470588235295,2933.8065728363176
6380,Appartement 2 pièces 35 m²,154000,35,2,14390,Cabourg,Normandie,4400.0,3493.366335119261
6381,Appartement 1 pièce 27 m²,95000,27,1,4800,Gréoux-les-Bains,Occitanie,3518.5185185185187,3805.4817497122735
6382,Appartement 7 pièces 175 m²,1457000,175,7,17410,Saint-Martin-de-Ré,Nouvelle-Aquitaine,8325.714285714286,4643.733694870073
6383,Appartement 4 pièces 100 m²,240000,100,4,13140,Miramas,Provence-Alpes-Côte d'Azur,2400.0,4259.945365227293
6384,Appartement 4 pièces 100 m²,847000,100,4,17410,Saint-Martin-de-Ré,Nouvelle-Aquitaine,8470.0,4643.733694870073
6385,Appartement 4 pièces 90 m²,159000,90,4,4000,Digne-les-Bains,Nouvelle-Aquitaine,1766.6666666666667,4643.733694870073
6386,Appartement 3 pièces 73 m²,179000,73,3,91410,Dourdan,Île-de-France,2452.054794520548,5475.549796070834
6387,Appartement 3 pièces 64 m²,69000,64,3,89300,Joigny,Bourgogne-Franche-Comté,1078.125,1972.3694248603445
6388,Appartement 3 pièces 65 m²,220000,65,3,77400,Pomponne,Île-de-France,3384.6153846153848,5475.549796070834
6389,Appartement 3 pièces 63 m²,159600,63,3,93800,Épinay-sur-Seine,Île-de-France,2533.333333333333,5475.549796070834
6390,Appartement 2 pièces 42 m²,139000,42,2,37170,Chambray-Lès-Tours,Centre-Val de Loire,3309.5238095238096,2450.691365675368
6391,Appartement 3 pièces 61 m²,170000,61,3,33310,Lormont,Nouvelle-Aquitaine,2786.88524590164,4643.733694870073
6392,Appartement 5 pièces 78 m²,520000,78,5,92500,Rueil-Malmaison,Île-de-France,6666.666666666667,5475.549796070834
6393,Appartement 4 pièces 81 m²,219500,81,4,94320,Thiais,Île-de-France,2709.8765432098767,5475.549796070834
6394,Appartement 5 pièces 124 m²,1100000,124,5,74160,Saint-Julien-en-Genevois,Auvergne-Rhône-Alpes,8870.967741935483,3987.6716210996815
6395,Appartement 2 pièces 52 m²,159000,52,2,77550,Moissy-Cramayel,Île-de-France,3057.692307692308,5475.549796070834
6396,Appartement 2 pièces 53 m²,196000,53,2,84000,Avignon,Provence-Alpes-Côte d'Azur,3698.1132075471696,4259.945365227293
6397,Appartement 4 pièces 91 m²,245000,91,4,54000,Nancy,Grand Est,2692.3076923076924,2933.8065728363176
6398,Appartement 2 pièces 31 m²,83900,31,2,31110,Mayrègne,Occitanie,2706.451612903226,3805.4817497122735
6399,Appartement 4 pièces 85 m²,236000,85,4,91940,Les Ulis,Île-de-France,2776.470588235294,5475.549796070834
6400,Appartement 3 pièces 76 m²,310000,76,3,33320,Eysines,Nouvelle-Aquitaine,4078.947368421053,4643.733694870073
6401,Appartement 3 pièces 65 m²,145000,65,3,30000,Nîmes,Occitanie,2230.769230769231,3805.4817497122735
6402,Appartement 3 pièces 69 m²,350000,69,3,6370,Mouans-Sartoux,Auvergne-Rhône-Alpes,5072.463768115942,3987.6716210996815
6403,Appartement 2 pièces 41 m²,110000,41,2,30000,Nîmes,Occitanie,2682.9268292682927,3805.4817497122735
6404,Appartement 7 pièces 167 m²,380000,167,7,30000,Nîmes,Occitanie,2275.4491017964074,3805.4817497122735
6405,Appartement 3 pièces 62 m²,300200,62,3,97438,Sainte-Marie,,4841.935483870968,
6406,Appartement 4 pièces 81 m²,188000,81,4,78650,Beynes,Île-de-France,2320.9876543209875,5475.549796070834
6407,Appartement 2 pièces 45 m²,158000,45,2,95200,Sarcelles,Île-de-France,3511.111111111112,5475.549796070834
6408,Appartement 3 pièces 39 m²,135000,39,3,73530,Saint-Sorlin-d'Arves,Auvergne-Rhône-Alpes,3461.538461538461,3987.6716210996815
6409,Appartement 2 pièces 39 m²,235000,39,2,34280,La Grande-Motte,Occitanie,6025.641025641025,3805.4817497122735
6410,Appartement 2 pièces 45 m²,269600,45,2,97400,Saint-Denis,,5991.111111111111,
6411,Appartement 4 pièces 84 m²,398000,84,4,33300,Bordeaux,Nouvelle-Aquitaine,4738.095238095239,4643.733694870073
6412,Appartement 3 pièces 67 m²,352000,67,3,33300,Bordeaux,Nouvelle-Aquitaine,5253.731343283582,4643.733694870073
6413,Appartement 2 pièces 46 m²,265000,46,2,33300,Bordeaux,Nouvelle-Aquitaine,5760.869565217391,4643.733694870073
6414,Appartement 4 pièces 108 m²,287000,108,4,33290,Parempuyre,Nouvelle-Aquitaine,2657.4074074074074,4643.733694870073
6415,Appartement 4 pièces 77 m²,342000,77,4,94360,Bry-sur-Marne,Île-de-France,4441.558441558442,5475.549796070834
6416,Appartement 2 pièces 46 m²,82000,46,2,68100,Mulhouse,Grand Est,1782.608695652174,2933.8065728363176
6417,Appartement 4 pièces 83 m²,286600,83,4,13560,Sénas,Provence-Alpes-Côte d'Azur,3453.012048192771,4259.945365227293
6418,Appartement 4 pièces 82 m²,260000,82,4,68330,Huningue,Grand Est,3170.731707317073,2933.8065728363176
6419,Appartement 1 pièce 31 m²,149000,31,1,73700,Séez,Auvergne-Rhône-Alpes,4806.451612903225,3987.6716210996815
6420,Appartement 2 pièces 48 m²,139900,48,2,56100,Lorient,Bretagne,2914.583333333333,4351.405381831158
6421,Appartement 3 pièces 60 m²,159000,60,3,11100,Narbonne,Occitanie,2650.0,3805.4817497122735
6422,Appartement 6 pièces 130 m²,297000,130,6,54130,Saint-Max,Grand Est,2284.6153846153848,2933.8065728363176
6423,Appartement 3 pièces 86 m²,87000,86,3,36000,Châteauroux,Centre-Val de Loire,1011.6279069767442,2450.691365675368
6424,Appartement 3 pièces 58 m²,260000,58,3,31000,Toulouse,Occitanie,4482.758620689655,3805.4817497122735
6425,Appartement 4 pièces 68 m²,129000,68,4,37540,Saint-Cyr-sur-Loire,Centre-Val de Loire,1897.058823529412,2450.691365675368
6426,Appartement 2 pièces 42 m²,155000,42,2,38080,Four,Auvergne-Rhône-Alpes,3690.4761904761904,3987.6716210996815
6427,Appartement 1 pièce 36 m²,140000,36,1,13300,Salon-de-Provence,Provence-Alpes-Côte d'Azur,3888.8888888888887,4259.945365227293
6428,Appartement 4 pièces 104 m²,344000,104,4,74890,Fessy,Auvergne-Rhône-Alpes,3307.692307692308,3987.6716210996815
6429,Appartement 3 pièces 72 m²,249900,72,3,95870,Bezons,Île-de-France,3470.833333333333,5475.549796070834
6430,Appartement 3 pièces 69 m²,134800,69,3,34500,Béziers,Occitanie,1953.623188405797,3805.4817497122735
6431,Appartement 3 pièces 60 m²,388000,60,3,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,6466.666666666667,4259.945365227293
6432,Appartement 4 pièces 65 m²,75000,65,4,59400,Cambrai,Hauts-de-France,1153.8461538461538,3911.574802183785
6433,Appartement 4 pièces 78 m²,180000,78,4,83200,Toulon,Provence-Alpes-Côte d'Azur,2307.692307692308,4259.945365227293
6434,Appartement 2 pièces 28 m²,64500,28,2,72000,Le Mans,Pays de la Loire,2303.5714285714284,3940.1224531256
6435,Appartement 2 pièces 43 m²,280000,43,2,83240,Cavalaire-sur-Mer,Provence-Alpes-Côte d'Azur,6511.627906976744,4259.945365227293
6436,Appartement 4 pièces 77 m²,475000,77,4,64500,Saint-Jean-de-Luz,Nouvelle-Aquitaine,6168.831168831169,4643.733694870073
6437,Appartement 4 pièces 95 m²,780000,95,4,73210,La Plagne-Tarentaise,Auvergne-Rhône-Alpes,8210.526315789473,3987.6716210996815
6438,Appartement 2 pièces 34 m²,136000,34,2,13200,Arles,Provence-Alpes-Côte d'Azur,4000.0,4259.945365227293
6439,Appartement 3 pièces 75 m²,374500,75,3,73210,Aime-la-Plagne,Auvergne-Rhône-Alpes,4993.333333333333,3987.6716210996815
6440,Appartement 3 pièces 65 m²,334000,65,3,73210,Aime-la-Plagne,Auvergne-Rhône-Alpes,5138.461538461538,3987.6716210996815
6441,Appartement 4 pièces 79 m²,398000,79,4,83600,Fréjus,Provence-Alpes-Côte d'Azur,5037.974683544304,4259.945365227293
6442,Appartement 5 pièces 122 m²,232000,122,5,54630,Richardménil,Grand Est,1901.639344262295,2933.8065728363176
6443,Appartement 6 pièces 80 m²,105000,80,6,83460,Les Arcs,Provence-Alpes-Côte d'Azur,1312.5,4259.945365227293
6444,Appartement 1 pièce 25 m²,128000,25,1,93700,Drancy,Île-de-France,5120.0,5475.549796070834
6445,Appartement 1 pièce 30 m²,20000,30,1,47170,Mézin,Nouvelle-Aquitaine,666.6666666666666,4643.733694870073
6446,Appartement 2 pièces 35 m²,162000,35,2,83120,Sainte-Maxime,Provence-Alpes-Côte d'Azur,4628.571428571428,4259.945365227293
6447,Appartement 5 pièces 103 m²,300000,103,5,64700,Hendaye,Nouvelle-Aquitaine,2912.621359223301,4643.733694870073
6448,Appartement 3 pièces 66 m²,295000,66,3,66000,Perpignan,Occitanie,4469.69696969697,3805.4817497122735
6449,Appartement 4 pièces 83 m²,396000,83,4,66000,Perpignan,Occitanie,4771.084337349397,3805.4817497122735
6450,Appartement 4 pièces 91 m²,475000,91,4,30000,Nîmes,Occitanie,5219.780219780219,3805.4817497122735
6451,Appartement 4 pièces 94 m²,475000,94,4,30000,Nîmes,Occitanie,5053.191489361702,3805.4817497122735
6452,Appartement 4 pièces 91 m²,475000,91,4,30000,Nîmes,Occitanie,5219.780219780219,3805.4817497122735
6453,Appartement 5 pièces 101 m²,485000,101,5,74160,Saint-Julien-en-Genevois,Auvergne-Rhône-Alpes,4801.980198019802,3987.6716210996815
6454,Appartement 4 pièces 87 m²,900000,87,4,83110,Sanary-sur-Mer,Provence-Alpes-Côte d'Azur,10344.827586206897,4259.945365227293
